Attrition,BusinessTravel,Department,Education,EducationField,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,PerformanceRating,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion
No,Travel_Rarely,Research & Development,3,Life Sciences,3,3,Manufacturing Director,3,7861,Yes,3,4,1,0
No,Non-Travel,Research & Development,3,Medical,1,1,Laboratory Technician,3,3708,No,3,3,5,1
No,Travel_Frequently,Sales,3,Medical,3,4,Sales Executive,3,13770,Yes,3,2,22,11
No,Travel_Rarely,Sales,5,Marketing,3,2,Sales Executive,4,5304,No,4,2,8,7
No,Travel_Rarely,Sales,3,Life Sciences,3,1,Sales Representative,3,2642,No,3,3,1,0
Yes,Travel_Frequently,Research & Development,3,Medical,4,1,Research Scientist,3,2759,Yes,3,3,2,2
No,Travel_Frequently,Sales,3,Life Sciences,2,2,Sales Executive,4,6804,No,3,3,2,2
No,Travel_Rarely,Research & Development,2,Medical,3,2,Healthcare Representative,3,6142,No,3,3,5,4
No,Travel_Rarely,Research & Development,1,Medical,3,1,Laboratory Technician,1,2500,No,3,4,4,0
No,Travel_Rarely,Human Resources,3,Human Resources,4,2,Human Resources,2,6389,No,3,1,8,3
No,Travel_Rarely,Research & Development,3,Medical,3,4,Healthcare Representative,4,11103,No,3,2,10,1
No,Travel_Rarely,Research & Development,1,Medical,2,1,Research Scientist,4,2342,Yes,4,2,4,2
No,Travel_Rarely,Research & Development,3,Medical,2,2,Healthcare Representative,1,6811,No,3,1,7,0
No,Travel_Rarely,Sales,3,Marketing,3,1,Sales Representative,2,2297,No,3,3,2,2
No,Travel_Rarely,Research & Development,3,Life Sciences,3,2,Laboratory Technician,4,2450,No,3,3,2,2
No,Non-Travel,Research & Development,4,Life Sciences,3,2,Healthcare Representative,1,5093,No,3,4,1,0
No,Travel_Frequently,Research & Development,4,Life Sciences,3,2,Laboratory Technician,4,5309,No,3,3,10,4
No,Travel_Rarely,Research & Development,5,Medical,3,1,Research Scientist,3,3057,Yes,3,1,1,0
No,Travel_Rarely,Research & Development,5,Life Sciences,3,2,Manufacturing Director,1,5121,No,3,3,0,0
No,Travel_Rarely,Sales,4,Marketing,2,4,Manager,1,16856,No,3,4,34,1
Yes,Travel_Rarely,Research & Development,4,Other,3,1,Research Scientist,4,2686,Yes,3,2,10,7
No,Travel_Rarely,Sales,1,Medical,3,2,Sales Executive,4,6180,No,4,2,6,1
No,Travel_Rarely,Sales,2,Technical Degree,1,2,Sales Representative,3,6632,No,3,3,8,3
No,Travel_Rarely,Research & Development,1,Medical,4,1,Research Scientist,3,3505,No,3,3,2,0
Yes,Travel_Frequently,Sales,2,Life Sciences,4,2,Sales Executive,3,6397,Yes,3,3,5,1
No,Travel_Rarely,Sales,3,Other,3,2,Sales Executive,4,6274,No,4,3,6,1
Yes,Travel_Rarely,Research & Development,3,Medical,3,5,Manager,1,19859,Yes,3,3,5,1
No,Non-Travel,Sales,4,Life Sciences,2,3,Sales Executive,1,7587,No,3,3,10,0
No,Non-Travel,Research & Development,4,Medical,3,1,Research Scientist,4,4258,No,3,3,4,1
No,Travel_Frequently,Research & Development,2,Life Sciences,1,1,Laboratory Technician,4,4364,No,3,3,2,2
No,Travel_Rarely,Research & Development,3,Medical,3,2,Healthcare Representative,3,4335,No,3,2,8,1
Yes,Travel_Rarely,Sales,3,Technical Degree,2,2,Sales Executive,1,5326,No,3,2,4,1
No,Travel_Rarely,Research & Development,4,Life Sciences,4,1,Research Scientist,4,3280,No,3,3,4,1
No,Travel_Rarely,Research & Development,4,Medical,3,2,Manufacturing Director,1,5485,Yes,3,3,5,1
No,Travel_Frequently,Sales,1,Marketing,3,2,Sales Executive,4,4342,No,3,3,4,1
No,Travel_Rarely,Research & Development,1,Life Sciences,3,1,Research Scientist,1,2782,Yes,3,2,5,4
No,Travel_Frequently,Research & Development,4,Life Sciences,4,2,Manufacturing Director,1,5980,Yes,3,3,15,4
No,Travel_Rarely,Research & Development,4,Medical,2,1,Research Scientist,1,4381,No,3,3,6,1
No,Travel_Rarely,Sales,4,Life Sciences,3,1,Sales Representative,4,2572,No,3,2,3,0
No,Travel_Rarely,Research & Development,3,Life Sciences,1,1,Laboratory Technician,3,3833,No,4,3,2,0
No,Travel_Frequently,Research & Development,2,Medical,4,2,Healthcare Representative,2,4244,No,4,3,8,3
No,Travel_Rarely,Sales,2,Life Sciences,3,2,Sales Executive,1,6500,No,3,3,3,1
No,Travel_Frequently,Research & Development,3,Life Sciences,3,5,Manager,4,18430,No,3,2,24,14
Yes,Travel_Rarely,Research & Development,3,Life Sciences,4,1,Laboratory Technician,1,1601,Yes,4,3,0,0
No,Non-Travel,Research & Development,3,Life Sciences,2,1,Laboratory Technician,2,2694,No,3,3,1,0
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Laboratory Technician,3,3149,No,4,3,5,1
No,Travel_Rarely,Research & Development,3,Medical,3,4,Research Director,3,17639,No,3,3,4,0
Yes,Travel_Rarely,Research & Development,2,Life Sciences,2,1,Laboratory Technician,1,2319,Yes,3,3,1,0
No,Travel_Rarely,Research & Development,3,Medical,3,3,Research Director,3,11691,No,3,4,13,3
Yes,Travel_Rarely,Sales,3,Marketing,3,2,Sales Executive,1,5324,No,3,3,3,0
No,Travel_Rarely,Research & Development,2,Other,3,4,Manager,4,16752,Yes,3,2,26,3
No,Travel_Rarely,Research & Development,3,Other,3,2,Manufacturing Director,2,5228,No,3,3,9,0
No,Travel_Rarely,Research & Development,2,Life Sciences,4,1,Research Scientist,3,2700,No,4,3,10,0
Yes,Travel_Rarely,Research & Development,4,Life Sciences,3,5,Research Director,2,19246,Yes,3,3,31,13
No,Travel_Rarely,Research & Development,4,Life Sciences,4,1,Research Scientist,3,2506,No,3,3,2,2
No,Travel_Rarely,Research & Development,2,Life Sciences,2,2,Manufacturing Director,4,6062,Yes,3,3,4,0
Yes,Travel_Rarely,Research & Development,4,Medical,3,1,Research Scientist,3,4382,No,3,2,2,2
No,Travel_Rarely,Human Resources,3,Human Resources,3,1,Human Resources,2,2143,No,3,3,5,0
No,Travel_Rarely,Research & Development,3,Life Sciences,2,2,Manufacturing Director,3,6162,No,3,3,14,6
No,Travel_Frequently,Research & Development,4,Medical,2,2,Laboratory Technician,3,5094,No,3,3,1,0
No,Travel_Rarely,Research & Development,3,Medical,2,2,Manufacturing Director,4,6877,Yes,4,2,0,0
No,Travel_Rarely,Research & Development,3,Life Sciences,2,1,Research Scientist,3,2274,No,3,3,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,2,Manufacturing Director,2,4434,No,3,2,9,7
No,Travel_Frequently,Research & Development,3,Life Sciences,2,2,Healthcare Representative,1,6288,No,3,2,4,1
No,Travel_Frequently,Research & Development,4,Life Sciences,2,1,Research Scientist,4,2553,No,3,3,5,1
Yes,Travel_Rarely,Sales,3,Marketing,3,3,Sales Executive,4,7654,No,3,4,9,7
Yes,Travel_Rarely,Sales,1,Medical,3,2,Sales Executive,4,5160,No,3,2,9,7
No,Travel_Rarely,Research & Development,2,Life Sciences,3,4,Research Director,1,17159,No,4,3,4,1
No,Travel_Rarely,Research & Development,1,Technical Degree,2,3,Research Director,4,12808,Yes,3,3,9,0
No,Travel_Rarely,Research & Development,3,Other,3,3,Manufacturing Director,3,10221,No,4,4,8,1
No,Travel_Rarely,Sales,4,Marketing,3,2,Sales Executive,2,4779,Yes,4,3,8,7
No,Travel_Rarely,Human Resources,2,Human Resources,3,1,Human Resources,4,3737,No,3,1,3,0
Yes,Travel_Frequently,Research & Development,2,Medical,2,1,Research Scientist,3,2366,Yes,3,3,8,1
No,Non-Travel,Research & Development,3,Medical,3,1,Research Scientist,4,1706,No,3,2,0,0
No,Travel_Rarely,Sales,4,Marketing,3,4,Manager,3,16307,No,3,2,20,4
No,Travel_Rarely,Research & Development,3,Medical,3,2,Healthcare Representative,2,5933,No,3,2,5,2
No,Travel_Rarely,Research & Development,1,Medical,4,1,Research Scientist,1,3424,No,3,2,4,0
No,Travel_Rarely,Sales,3,Medical,4,2,Sales Executive,1,4037,No,4,3,9,0
No,Travel_Rarely,Research & Development,1,Medical,2,1,Research Scientist,1,2559,No,3,2,6,1
No,Travel_Rarely,Sales,2,Life Sciences,3,2,Sales Executive,4,6201,Yes,3,2,18,4
No,Travel_Rarely,Sales,4,Life Sciences,3,2,Sales Executive,4,4403,No,3,2,5,0
No,Travel_Frequently,Research & Development,4,Life Sciences,2,1,Research Scientist,4,3761,No,3,2,5,0
No,Travel_Rarely,Sales,2,Marketing,2,3,Sales Executive,4,10934,Yes,3,3,5,0
No,Travel_Rarely,Sales,3,Marketing,3,3,Sales Executive,1,10761,Yes,3,3,5,0
No,Travel_Rarely,Research & Development,2,Medical,4,2,Research Scientist,3,5175,No,3,2,5,1
No,Travel_Frequently,Research & Development,4,Medical,2,4,Manufacturing Director,4,13826,No,4,3,9,0
No,Travel_Rarely,Sales,4,Marketing,2,2,Sales Executive,3,6334,No,3,3,1,0
No,Travel_Rarely,Human Resources,2,Medical,2,1,Human Resources,4,4936,No,3,3,5,0
No,Travel_Rarely,Research & Development,2,Life Sciences,2,2,Manufacturing Director,4,4775,No,4,1,2,2
No,Travel_Rarely,Research & Development,4,Life Sciences,4,1,Laboratory Technician,4,2818,Yes,4,2,3,0
No,Travel_Frequently,Research & Development,1,Medical,3,1,Research Scientist,4,2515,Yes,3,3,2,2
No,Travel_Rarely,Human Resources,3,Life Sciences,2,1,Human Resources,1,2342,No,4,3,5,0
No,Travel_Rarely,Sales,1,Other,3,2,Sales Executive,1,4194,Yes,3,3,5,0
No,Travel_Rarely,Research & Development,3,Life Sciences,2,3,Manufacturing Director,3,10685,Yes,4,3,17,5
Yes,Travel_Frequently,Research & Development,4,Life Sciences,3,1,Research Scientist,2,2022,Yes,3,2,10,7
No,Non-Travel,Research & Development,3,Life Sciences,3,1,Laboratory Technician,4,2314,No,3,3,3,0
No,Travel_Rarely,Sales,1,Marketing,2,2,Sales Executive,1,4256,No,3,4,5,0
No,Travel_Rarely,Research & Development,3,Technical Degree,3,1,Research Scientist,1,3580,No,3,3,4,0
No,Non-Travel,Research & Development,1,Life Sciences,2,1,Laboratory Technician,4,3162,No,3,2,5,3
No,Travel_Frequently,Sales,2,Life Sciences,3,2,Sales Executive,2,6524,No,3,3,10,5
No,Travel_Rarely,Sales,3,Marketing,2,1,Sales Representative,2,2899,No,3,3,2,1
No,Travel_Rarely,Research & Development,3,Life Sciences,4,2,Laboratory Technician,4,5231,Yes,3,2,5,1
No,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Research Scientist,4,2356,Yes,3,3,6,0
Yes,Travel_Rarely,Sales,3,Medical,2,1,Sales Representative,3,2800,Yes,3,3,3,0
No,Travel_Rarely,Sales,3,Marketing,3,4,Sales Executive,4,11836,No,3,3,2,2
No,Travel_Rarely,Research & Development,3,Technical Degree,2,3,Manufacturing Director,2,10903,No,3,3,13,4
No,Travel_Frequently,Sales,2,Medical,3,1,Sales Representative,4,2973,No,3,3,5,0
No,Travel_Rarely,Research & Development,4,Life Sciences,3,4,Research Director,4,14275,No,3,3,12,3
No,Travel_Frequently,Research & Development,3,Life Sciences,3,2,Healthcare Representative,4,5562,No,3,2,5,2
No,Travel_Rarely,Sales,2,Marketing,3,2,Sales Executive,4,4537,Yes,4,3,7,7
No,Non-Travel,Sales,2,Medical,3,3,Sales Executive,2,7642,Yes,3,3,10,0
No,Non-Travel,Research & Development,4,Life Sciences,3,4,Manager,1,17924,No,3,3,31,14
No,Travel_Rarely,Human Resources,3,Life Sciences,2,2,Human Resources,4,5204,No,3,3,5,0
No,Travel_Rarely,Human Resources,2,Human Resources,3,1,Human Resources,2,2277,Yes,3,4,4,0
Yes,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Laboratory Technician,4,2795,Yes,4,1,1,0
No,Travel_Rarely,Research & Development,1,Medical,2,1,Laboratory Technician,4,2532,No,3,3,4,0
No,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Research Scientist,1,2559,Yes,3,3,8,7
No,Travel_Rarely,Sales,4,Medical,3,2,Sales Executive,4,4908,No,3,3,4,0
Yes,Travel_Frequently,Research & Development,1,Life Sciences,2,1,Laboratory Technician,4,2380,Yes,3,2,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,2,Manufacturing Director,2,4765,No,4,4,1,0
Yes,Travel_Rarely,Sales,3,Medical,2,1,Sales Representative,3,2044,No,3,2,2,0
Yes,Travel_Rarely,Research & Development,1,Other,3,1,Research Scientist,4,2693,No,3,2,1,0
No,Travel_Rarely,Research & Development,1,Life Sciences,3,2,Healthcare Representative,4,6586,Yes,3,2,16,4
No,Travel_Rarely,Sales,4,Life Sciences,2,1,Sales Representative,4,3294,Yes,3,2,3,1
Yes,Travel_Rarely,Research & Development,1,Life Sciences,3,2,Manufacturing Director,3,4171,Yes,3,4,3,0
Yes,Travel_Rarely,Research & Development,4,Life Sciences,1,1,Laboratory Technician,4,2778,Yes,3,2,7,1
No,Travel_Rarely,Research & Development,3,Medical,3,1,Research Scientist,3,2377,No,3,3,2,2
Yes,Travel_Rarely,Research & Development,3,Medical,3,1,Laboratory Technician,1,2404,Yes,4,1,2,2
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Research Scientist,3,2318,No,3,3,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Laboratory Technician,2,2008,No,3,3,1,1
No,Travel_Rarely,Sales,2,Medical,2,2,Sales Executive,3,6244,No,3,3,5,0
No,Travel_Rarely,Research & Development,4,Other,2,1,Research Scientist,1,2799,Yes,3,3,3,0
No,Travel_Rarely,Research & Development,3,Technical Degree,2,3,Healthcare Representative,2,10552,Yes,3,3,6,0
No,Travel_Rarely,Sales,4,Life Sciences,2,1,Sales Representative,3,2329,No,3,4,7,5
No,Travel_Rarely,Research & Development,1,Life Sciences,3,2,Healthcare Representative,4,4014,Yes,4,1,10,0
No,Travel_Rarely,Research & Development,2,Other,3,3,Laboratory Technician,2,7403,No,3,2,26,1
No,Travel_Rarely,Research & Development,4,Medical,3,1,Research Scientist,3,2259,No,3,2,0,0
No,Non-Travel,Sales,2,Marketing,3,2,Sales Executive,3,6932,No,3,2,9,0
No,Travel_Rarely,Research & Development,4,Other,3,1,Research Scientist,4,4678,No,3,3,6,0
No,Travel_Rarely,Research & Development,3,Technical Degree,3,3,Research Director,1,13582,No,3,3,15,5
No,Non-Travel,Research & Development,3,Life Sciences,2,1,Laboratory Technician,2,2332,No,4,3,3,0
Yes,Travel_Rarely,Sales,2,Marketing,2,1,Sales Representative,2,2413,Yes,3,3,1,0
No,Travel_Rarely,Sales,4,Marketing,2,3,Sales Executive,2,9705,No,3,2,1,0
No,Travel_Frequently,Sales,3,Medical,2,2,Sales Executive,1,4294,No,3,3,7,0
No,Travel_Rarely,Research & Development,3,Medical,3,1,Laboratory Technician,1,4721,Yes,3,3,18,2
No,Travel_Rarely,Research & Development,4,Medical,3,1,Laboratory Technician,3,2519,No,4,3,11,3
Yes,Travel_Rarely,Sales,3,Other,2,1,Sales Representative,2,2121,Yes,3,4,1,0
Yes,Travel_Rarely,Research & Development,3,Technical Degree,3,1,Laboratory Technician,1,2973,No,3,3,1,0
No,Travel_Rarely,Research & Development,3,Medical,3,2,Healthcare Representative,4,5855,Yes,3,1,9,8
No,Travel_Frequently,Research & Development,4,Medical,3,1,Research Scientist,2,3617,Yes,3,3,1,0
No,Travel_Rarely,Research & Development,4,Medical,3,2,Manufacturing Director,1,6725,No,3,4,8,6
Yes,Travel_Rarely,Sales,1,Life Sciences,2,3,Sales Executive,4,10325,Yes,3,3,16,3
No,Travel_Rarely,Research & Development,3,Life Sciences,2,2,Healthcare Representative,4,6949,No,3,3,5,1
Yes,Travel_Rarely,Sales,4,Life Sciences,2,3,Sales Executive,3,10609,No,3,1,14,11
No,Non-Travel,Research & Development,2,Life Sciences,3,2,Laboratory Technician,2,4447,No,3,2,9,0
No,Travel_Frequently,Sales,3,Technical Degree,3,1,Sales Representative,4,2157,No,3,3,3,0
No,Travel_Rarely,Sales,3,Medical,3,2,Sales Executive,3,4601,No,3,3,5,1
No,Travel_Rarely,Research & Development,2,Life Sciences,3,4,Manager,4,17099,No,3,2,9,7
Yes,Travel_Rarely,Research & Development,3,Technical Degree,3,1,Research Scientist,3,2479,No,4,3,1,0
No,Travel_Rarely,Sales,2,Medical,3,4,Manager,3,14852,No,3,4,17,15
No,Travel_Rarely,Sales,2,Other,3,3,Sales Executive,3,7264,No,3,4,8,7
No,Non-Travel,Sales,3,Technical Degree,3,2,Sales Executive,4,5666,Yes,3,3,5,1
No,Travel_Rarely,Sales,4,Life Sciences,3,3,Sales Executive,4,7823,No,3,3,10,0
No,Travel_Rarely,Sales,5,Life Sciences,4,3,Sales Executive,3,7880,No,3,3,8,0
Yes,Non-Travel,Sales,3,Life Sciences,4,4,Sales Executive,2,13194,Yes,3,2,1,0
No,Travel_Frequently,Research & Development,4,Medical,4,2,Manufacturing Director,3,5067,Yes,3,4,19,2
No,Non-Travel,Sales,4,Technical Degree,3,2,Sales Executive,4,5079,No,3,3,7,0
Yes,Non-Travel,Research & Development,2,Medical,2,1,Research Scientist,1,2321,Yes,4,3,3,1
No,Non-Travel,Sales,3,Life Sciences,3,4,Manager,3,17444,No,3,3,10,6
Yes,Travel_Rarely,Research & Development,3,Life Sciences,2,1,Research Scientist,1,2404,Yes,4,3,0,0
No,Travel_Rarely,Research & Development,1,Life Sciences,3,1,Research Scientist,4,3452,No,3,3,3,0
No,Travel_Rarely,Research & Development,4,Medical,3,1,Laboratory Technician,4,2270,No,3,3,5,0
No,Travel_Rarely,Research & Development,2,Medical,3,4,Research Director,4,17399,No,4,2,5,1
No,Travel_Frequently,Research & Development,4,Other,4,2,Healthcare Representative,2,5488,Yes,3,3,6,1
No,Travel_Frequently,Research & Development,3,Medical,3,5,Research Director,3,19419,No,3,4,18,0
No,Travel_Rarely,Research & Development,4,Technical Degree,3,1,Laboratory Technician,2,2811,No,3,3,2,2
No,Non-Travel,Research & Development,2,Life Sciences,3,2,Laboratory Technician,1,3633,Yes,3,3,9,0
No,Travel_Rarely,Sales,2,Life Sciences,3,2,Sales Executive,4,4163,Yes,3,3,9,0
Yes,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Research Scientist,3,2132,Yes,3,3,5,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,4,Manufacturing Director,3,13973,Yes,3,3,12,1
No,Travel_Frequently,Research & Development,1,Medical,3,1,Research Scientist,3,2684,No,3,2,2,0
No,Travel_Rarely,Research & Development,2,Medical,3,3,Manufacturing Director,3,10845,No,3,3,8,0
No,Travel_Rarely,Research & Development,1,Medical,2,2,Manufacturing Director,3,4377,No,3,3,4,3
Yes,Travel_Rarely,Research & Development,4,Other,2,1,Laboratory Technician,2,3743,Yes,4,1,4,0
No,Travel_Frequently,Research & Development,1,Life Sciences,3,2,Manufacturing Director,1,4148,No,3,3,4,0
No,Non-Travel,Research & Development,2,Life Sciences,3,1,Research Scientist,4,1051,No,3,3,0,0
No,Travel_Rarely,Research & Development,3,Technical Degree,3,3,Manufacturing Director,3,10739,No,3,3,10,0
No,Travel_Rarely,Research & Development,4,Medical,3,3,Healthcare Representative,3,10388,Yes,3,2,16,10
No,Travel_Rarely,Research & Development,2,Life Sciences,4,3,Research Director,1,11416,Yes,3,2,8,1
Yes,Travel_Rarely,Research & Development,3,Medical,2,1,Research Scientist,1,2600,Yes,3,3,1,0
Yes,Travel_Frequently,Research & Development,3,Medical,3,1,Laboratory Technician,2,2422,No,3,3,3,1
No,Travel_Rarely,Research & Development,2,Medical,4,2,Manufacturing Director,4,5472,No,3,3,8,1
No,Travel_Rarely,Research & Development,1,Life Sciences,1,1,Laboratory Technician,1,2451,No,3,2,4,1
No,Travel_Rarely,Research & Development,3,Life Sciences,2,2,Healthcare Representative,3,4240,No,3,3,2,2
No,Travel_Rarely,Research & Development,4,Life Sciences,2,3,Healthcare Representative,3,10999,No,3,3,15,4
No,Travel_Rarely,Research & Development,2,Medical,3,2,Manufacturing Director,3,5003,No,3,3,2,2
No,Travel_Rarely,Research & Development,1,Life Sciences,2,4,Manufacturing Director,4,12742,No,3,3,21,11
No,Travel_Rarely,Research & Development,4,Life Sciences,3,2,Manufacturing Director,4,4227,No,3,3,3,2
No,Travel_Rarely,Research & Development,3,Other,3,1,Laboratory Technician,4,3917,No,4,2,3,1
No,Travel_Rarely,Sales,2,Marketing,3,5,Manager,3,18303,No,3,4,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,3,1,Laboratory Technician,4,2380,No,3,3,1,0
No,Travel_Rarely,Research & Development,3,Life Sciences,2,4,Manufacturing Director,4,13726,Yes,3,3,5,4
Yes,Travel_Rarely,Research & Development,2,Medical,1,2,Healthcare Representative,2,4777,No,3,1,1,0
No,Travel_Frequently,Research & Development,4,Medical,3,2,Healthcare Representative,2,6385,Yes,3,3,8,6
No,Non-Travel,Research & Development,1,Life Sciences,1,5,Research Director,3,19973,No,4,3,21,5
No,Travel_Rarely,Sales,4,Life Sciences,3,2,Sales Executive,4,6861,Yes,3,3,1,0
Yes,Non-Travel,Sales,2,Medical,1,2,Sales Executive,1,4969,No,3,3,2,2
Yes,Travel_Rarely,Sales,1,Marketing,1,5,Manager,4,19845,No,3,3,32,6
No,Travel_Rarely,Sales,3,Medical,4,4,Sales Executive,4,13320,Yes,3,3,12,11
No,Non-Travel,Sales,3,Life Sciences,3,2,Sales Executive,3,6347,No,3,3,18,0
Yes,Travel_Rarely,Research & Development,4,Life Sciences,4,1,Laboratory Technician,1,2743,No,3,3,17,15
No,Travel_Frequently,Research & Development,3,Medical,3,3,Manufacturing Director,1,10880,Yes,3,3,21,2
No,Non-Travel,Sales,1,Life Sciences,2,1,Sales Representative,4,2342,No,3,2,2,2
No,Travel_Rarely,Sales,2,Life Sciences,3,4,Manager,4,17650,No,3,4,9,1
No,Non-Travel,Research & Development,4,Medical,3,1,Laboratory Technician,3,4025,No,3,3,8,7
No,Travel_Rarely,Sales,4,Marketing,4,2,Sales Executive,4,9725,No,3,2,15,0
No,Travel_Rarely,Sales,2,Technical Degree,3,3,Manager,4,11904,Yes,3,1,6,0
No,Travel_Rarely,Human Resources,4,Medical,3,1,Human Resources,2,2177,No,3,3,6,0
No,Travel_Frequently,Sales,3,Marketing,2,3,Sales Executive,2,7525,No,3,3,15,6
Yes,Travel_Rarely,Research & Development,3,Other,3,2,Laboratory Technician,3,4834,No,3,2,1,0
Yes,Travel_Frequently,Research & Development,3,Life Sciences,3,1,Research Scientist,1,2042,Yes,3,3,3,1
No,Travel_Rarely,Sales,4,Life Sciences,3,1,Sales Representative,3,2220,Yes,3,3,1,0
No,Travel_Rarely,Sales,1,Medical,3,1,Sales Representative,2,1052,No,4,3,1,0
No,Travel_Frequently,Research & Development,4,Other,3,1,Research Scientist,3,2821,No,3,3,2,2
No,Travel_Rarely,Research & Development,4,Medical,3,5,Research Director,3,19237,Yes,3,2,8,7
No,Travel_Rarely,Research & Development,3,Other,3,2,Healthcare Representative,2,4107,No,3,2,4,0
No,Travel_Rarely,Sales,3,Marketing,3,2,Sales Executive,1,8396,No,3,2,7,7
No,Travel_Frequently,Research & Development,1,Medical,2,1,Research Scientist,3,2007,No,3,3,5,1
No,Travel_Rarely,Research & Development,4,Medical,3,5,Research Director,4,19627,No,3,3,2,2
No,Travel_Rarely,Sales,4,Life Sciences,2,3,Sales Executive,3,10686,No,3,3,9,7
No,Travel_Frequently,Research & Development,3,Medical,3,1,Research Scientist,3,2942,No,3,3,5,0
No,Travel_Rarely,Research & Development,5,Medical,2,3,Manufacturing Director,4,8858,No,3,2,14,7
No,Non-Travel,Research & Development,1,Medical,2,4,Manager,1,16756,No,3,4,9,6
No,Travel_Rarely,Sales,3,Medical,2,3,Sales Executive,4,10798,No,3,3,1,0
Yes,Travel_Frequently,Sales,3,Marketing,3,1,Sales Representative,4,2323,Yes,3,3,2,0
Yes,Travel_Rarely,Research & Development,3,Life Sciences,2,1,Laboratory Technician,1,1416,No,3,2,1,1
No,Travel_Rarely,Research & Development,4,Life Sciences,2,2,Research Scientist,1,4615,Yes,4,3,16,1
Yes,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Research Scientist,3,2461,Yes,3,4,10,2
Yes,Non-Travel,Research & Development,2,Technical Degree,2,3,Healthcare Representative,1,8722,No,3,2,10,1
No,Travel_Rarely,Research & Development,2,Medical,2,1,Laboratory Technician,1,3955,No,3,3,5,1
No,Travel_Rarely,Research & Development,3,Other,3,2,Manufacturing Director,1,9957,No,3,2,6,0
No,Travel_Rarely,Research & Development,2,Technical Degree,4,1,Research Scientist,3,3376,No,3,3,10,0
No,Travel_Rarely,Research & Development,1,Life Sciences,2,3,Healthcare Representative,3,8823,No,3,2,19,1
No,Travel_Rarely,Research & Development,4,Technical Degree,3,3,Healthcare Representative,4,10322,No,4,3,11,11
No,Non-Travel,Research & Development,5,Life Sciences,1,1,Laboratory Technician,3,4621,No,3,3,3,1
No,Travel_Frequently,Research & Development,1,Life Sciences,3,3,Manufacturing Director,2,10976,No,3,3,3,1
No,Travel_Rarely,Research & Development,3,Other,3,2,Research Scientist,3,3660,No,3,4,8,1
Yes,Travel_Rarely,Human Resources,2,Medical,2,3,Human Resources,1,10482,No,3,3,20,3
No,Travel_Rarely,Research & Development,3,Life Sciences,2,3,Healthcare Representative,4,7119,No,3,3,3,1
Yes,Travel_Rarely,Sales,3,Technical Degree,3,3,Sales Executive,1,9582,Yes,4,3,8,4
Yes,Travel_Frequently,Research & Development,4,Medical,2,2,Research Scientist,3,4508,No,4,3,13,3
No,Travel_Rarely,Research & Development,2,Life Sciences,3,1,Laboratory Technician,3,2207,No,3,2,4,2
No,Travel_Frequently,Research & Development,1,Life Sciences,3,2,Healthcare Representative,4,7756,No,3,2,6,0
No,Travel_Rarely,Sales,4,Life Sciences,2,2,Sales Executive,4,6694,Yes,3,3,1,0
Yes,Travel_Rarely,Research & Development,1,Technical Degree,3,1,Laboratory Technician,4,3691,Yes,3,4,7,5
Yes,Travel_Rarely,Research & Development,3,Medical,3,1,Laboratory Technician,3,2377,No,4,2,1,0
Yes,Travel_Rarely,Research & Development,3,Medical,2,1,Research Scientist,2,2313,Yes,4,3,2,2
No,Travel_Rarely,Research & Development,2,Medical,3,4,Manager,1,17665,No,3,3,22,13
Yes,Travel_Frequently,Research & Development,3,Medical,2,1,Laboratory Technician,2,2596,No,3,3,1,0
Yes,Travel_Frequently,Sales,4,Other,3,2,Sales Executive,3,4728,Yes,3,3,0,0
No,Travel_Frequently,Sales,3,Life Sciences,3,2,Sales Executive,2,4302,No,3,3,3,0
No,Non-Travel,Research & Development,4,Life Sciences,2,1,Research Scientist,4,2979,No,3,3,0,0
No,Non-Travel,Research & Development,4,Medical,4,4,Manager,4,16885,No,4,2,5,2
No,Non-Travel,Sales,4,Life Sciences,2,2,Sales Executive,3,5593,No,3,3,15,4
No,Travel_Rarely,Research & Development,4,Life Sciences,3,3,Healthcare Representative,2,10445,No,3,3,8,4
No,Travel_Rarely,Sales,4,Marketing,2,3,Sales Executive,3,8740,Yes,3,3,8,2
No,Travel_Rarely,Research & Development,4,Life Sciences,3,1,Research Scientist,4,2514,No,4,3,7,1
No,Travel_Rarely,Research & Development,3,Medical,3,3,Manufacturing Director,2,7655,No,3,2,9,1
No,Travel_Rarely,Sales,1,Marketing,3,4,Manager,3,17465,No,3,3,12,4
No,Travel_Rarely,Sales,2,Marketing,3,3,Sales Executive,2,7351,No,3,3,1,0
No,Travel_Frequently,Research & Development,3,Life Sciences,3,3,Manufacturing Director,1,10820,No,3,3,8,0
